Phone Only
129828, DES MOINES CHRISTIAN MIDDLE SCHOOL, Y0459915, DESMOINESCHRISTIANSCHOOLS
129823, SOUTH MIDDLE SCHOOL, 193051002116, WAUKEESOUTHMS
129815, PACE, 190897002129, DESMOINESPUBLICCHARTERSCHOOL
129806, HOLY TRINITY SCHOOL, 190002501612, PANORAMACHARTERHIGHSCHOOL
129806, HOLY TRINITY SCHOOL, 190002501334, PANORAMAHIGHSCHOOL
129806, HOLY TRINITY SCHOOL, 190002501335, PANORAMAMIDDLESCHOOL
129806, HOLY TRINITY SCHOOL, 457984, HOLYTRINITYELEMENTARYSCHOOL
129574, ST VINCENTS SCHOOL, 457929, KEOKUKCATHOLICSCHOOL
129573, ST ALBERT JR/SR HIGH SCHOOL, 458219, STALBERTCATHOLICSCHOOLS
109398, ST MARY''S CATHOLIC SCHOOL, 190675002096, CENTERVILLECOMMUNITYPRESCHOOLBLDG
109376, ST. AUGUSTIN SCHOOL (3-5), 458321, STAUGUSTINCATHOLICSCHOOL
109371, ST ALBERT ELEMENTARY SCHOOL-INTERMEDIATE BLDG, 458219, STALBERTCATHOLICSCHOOLS
109320, NEW HORIZON ACADEMY, A0501659, NEWHORIZONACADEMY
109316, MT. OLIVE LUTHERAN SCHOOL (3-5), 459121, MTOLIVELUTHERANSCHOOL
109277, HOLY TRINITY (3-5), 458332, HOLYTRINITY
109246, DES MOINES CHRISTIAN ELEMENTARY SCHOOL, Y0459915, DESMOINESCHRISTIANSCHOOLS
101272, WEBSTER ALTERNATIVE SCHOOL, 192400000527, REDOAKEARLYCHILDHOOD
101136, APPLE PRE-SCHOOL SHEFFIELD, 192592001467, WESTFORKELEMENTARYSHEFFIELD
101136, APPLE PRE-SCHOOL SHEFFIELD, 192592001468, WESTFORKHIGHSCHOOL
100802, EDUCATIONAL OPPORTUNITY CENTER, 190393000093, ATLANTICMIDDLESCHOOL
100802, EDUCATIONAL OPPORTUNITY CENTER, 190393000412, SCHULERELEMENTARYSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 190543000171, WESTHANCOCKELEMENTARYSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191416000843, HINTONELEMENTARYSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191416000844, HINTONHIGHSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191416000845, HINTONMIDDLESCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191644000981, LAWTONJUNIOR-SENIORHIGHSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191281002120, TERRIL-GRAETTINGERELEMENTARYSCHOOL
100685, GRAETTINGER-TERRIL MIDDLE SCHOOL, 191281002118, TERRIL-GRAETTINGERMIDDLESCHOOL
100587, INDEPENDENCE MIDDLE SCHOOL, 191458000869, WESTELEMENTARYSCHOOL
100452, LINK CENTER, 190393000093, ATLANTICMIDDLESCHOOL
100452, LINK CENTER, 190393000412, SCHULERELEMENTARYSCHOOL
100352, MINBURN ELEMENTARY SCHOOL, 191854001064, DELHIELEMENTARYSCHOOL
100352, MINBURN ELEMENTARY SCHOOL, 191854000725, MAQUOKETAVALLEYMIDDLESCHOOL
100352, MINBURN ELEMENTARY SCHOOL, 191854001067, MAQUOKETAVALLEYSENIORHIGHSCHOOL
100263, NORTH MIDDLE SCHOOL, 190000601232, NORTHFAYETTEHIGHSCHOOL
100137, Prairie Valley Elementary, 190543000171, WESTHANCOCKELEMENTARYSCHOOL
100137, Prairie Valley Elementary, 191416000843, HINTONELEMENTARYSCHOOL
100137, Prairie Valley Elementary, 191416000844, HINTONHIGHSCHOOL
100137, Prairie Valley Elementary, 191416000845, HINTONMIDDLESCHOOL
100137, Prairie Valley Elementary, 191644000981, LAWTONJUNIOR-SENIORHIGHSCHOOL
100137, Prairie Valley Elementary, 191281002120, TERRIL-GRAETTINGERELEMENTARYSCHOOL
100137, Prairie Valley Elementary, 191281002118, TERRIL-GRAETTINGERMIDDLESCHOOL
