230384,ST ANTHONY SCHOOL,PO BOX 808,WINSTED,CT,06098,(860) 379-7521,LITCHFIELD COUNTY,Private,PK,8,
230395,ST HEDWIG SCHOOL,32 GOLDEN HILL ST,NAUGATUCK,CT,06770,(203) 729-2403,NEW HAVEN COUNTY,Private,PK,8,
230442,ST PETER/ST FRANCIS SCHOOL,360 PROSPECT ST,TORRINGTON,CT,06790,(860) 489-4177,LITCHFIELD COUNTY,Private,PK,8,
230475,ST THOMAS SCHOOL,133 BRISTOL ST,SOUTHINGTON,CT,06489,(860) 628-2485,HARTFORD COUNTY,Private,PK,8,
230511,ST MARY MAGDALEN SCHOOL,140 BUCKINGHAM ST,OAKVILLE,CT,06779,(860) 945-0621,LITCHFIELD COUNTY,Private,PK,8,
230522,CANTERBURY SCHOOL,101 ASPETUCK AVE,NEW MILFORD,CT,06776,(860) 210-3800,LITCHFIELD COUNTY,Private,9,12,
230555,ST FRANCIS & ST ROSE OF LIMA SCHOOL423 ,FERRY ST,NEW HAVEN,CT,06513,(203) 777-5352,NEW HAVEN COUNTY,Private,PK,8,
230599,SACRED HEART SCHOOL,35 ORANGE ST,NEW BRITAIN,CT,06053,(860) 229-7663,HARTFORD COUNTY,Private,PK,8,
230679,ST BERNADETTE CATHOLIC SCHOOL,20 BURR ST,NEW HAVEN,CT,06512,(203) 469-2271,NEW HAVEN COUNTY,Private,PK,8,
230704,ST AEDAN-ST BRENDAN SCHOOL,351 MCKINLEY AVE,NEW HAVEN,CT,06515,(203) 387-5693,NEW HAVEN COUNTY,Private,PK,8,
230759,ST AUGUSTINE SCHOOL,20 CLIFFORD ST,HARTFORD,CT,06114,(860) 249-5661,HARTFORD COUNTY,Private,PK,8,
230828,OUR LADY OF MERCY SCHOOL,149 NECK RD,MADISON,CT,06443,(203) 245-4393,NEW HAVEN COUNTY,Private,PK,8,
230839,ASSUMPTION SCHOOL,27 ADAMS ST S,MANCHESTER,CT,06040,(860) 649-0889,HARTFORD COUNTY,Private,PK,8,
230861,EAST CATHOLIC HIGH SCHOOL,115 NEW STATE RD,MANCHESTER,CT,06042,(860) 649-5336,HARTFORD COUNTY,Private,9,12,
230872,ST BRIDGET SCHOOL,74 MAIN ST,MANCHESTER,CT,06042,(860) 649-7731,HARTFORD COUNTY,Private,PK,8,
230883,ST JAMES SCHOOL,73 PARK ST,MANCHESTER,CT,06040,(860) 643-5088,HARTFORD COUNTY,Private,PK,8,
230894,OUR LADY OF MOUNT CARMEL SCHOOL,115 LEWIS AVE,MERIDEN,CT,06451,(203) 235-2959,NEW HAVEN COUNTY,Private,PK,8,
230908,ST JOSEPH SCHOOL,159 W MAIN ST,MERIDEN,CT,06451,(203) 237-6800,NEW HAVEN COUNTY,Private,KG,8,
230952,ST STANISLAUS SCHOOL,81 AKRON ST,MERIDEN,CT,06450,(203) 237-1005,NEW HAVEN COUNTY,Private,PK,8,
230963,ACADEMY OF OUR LADY OF MERCY - LAURALTON HALL,200 HIGH ST,MILFORD,CT,06460,(203) 877-2786,NEW HAVEN COUNTY,Private,9,12,
230974,ST ANN SCHOOL,64 RIDGE ST,MILFORD,CT,06460,(203) 878-2738,NEW HAVEN COUNTY,Private,PK,8,
230985,ST GABRIEL SCHOOL,1 TUDOR RD,MILFORD,CT,06460,(203) 874-3811,NEW HAVEN COUNTY,Private,PK,8,
230996,ST MARY SCHOOL,72 GULF ST,MILFORD,CT,06460,(203) 878-6539,NEW HAVEN COUNTY,Private,PK,8,
231005,ST FRANCES OF ASSISI SCHOOL,294 CHURCH ST,NAUGATUCK,CT,06770,(203) 729-2247,NEW HAVEN COUNTY,Private,PK,8,
231016,POPE JOHN PAUL II,221 FARMINGTON AVE,NEW BRITAIN,CT,06053,(860) 225-4275,HARTFORD COUNTY,Private,PK,8,
231049,ST STEPHEN SCHOOL,418 RIDGE RD,HAMDEN,CT,06517,(203) 288-6792,NEW HAVEN COUNTY,Private,PK,8,
231082,SACRED HEART ACADEMY,265 BENHAM ST,HAMDEN,CT,06514,(203) 288-2309,NEW HAVEN COUNTY,Private,9,12,
231107,ST MARTHA SCHOOL,214 BRAINARD RD,ENFIELD,CT,06082,(860) 745-3833,HARTFORD COUNTY,Private,KG,8,
231129,ASSUMPTION SCHOOL,51 N CLIFF ST,ANSONIA,CT,06401,(203) 734-0855,NEW HAVEN COUNTY,Private,PK,8,
231209,ENFIELD MONTESSORI SCHOOL,1370 ENFIELD ST,ENFIELD,CT,06082,(860) 745-5847,HARTFORD COUNTY,Private,PK,6,
231231,ST BRIGID SCHOOL,100 MAYFLOWER ST,WEST HARTFORD,CT,06110,(860) 561-2130,HARTFORD COUNTY,Private,PK,8,
231242,ST VINCENT DE PAUL SCHOOL,35 BISHOP ST,EAST HAVEN,CT,06512,(203) 467-1606,NEW HAVEN COUNTY,Private,PK,8,
231253,ST ROSE SCHOOL,21 CHURCH ST,EAST HARTFORD,CT,06108,(860) 528-4169,HARTFORD COUNTY,Private,PK,8,
231264,ST CHRISTOPHER SCHOOL,570 BREWER ST,EAST HARTFORD,CT,06118,(860) 568-4100,HARTFORD COUNTY,Private,PK,8,
231286,ST MARY & ST MICHAEL SCHOOL14 S,EYMOUR AVE,DERBY,CT,06418,(203) 735-6471,NEW HAVEN COUNTY,Private,KG,8,
231322,ST PAUL CATHOLIC HIGH SCHOOL,1001 STAFFORD AVE,BRISTOL,CT,06010,(860) 584-0911,HARTFORD COUNTY,Private,9,12,
231333,ST MATTHEW SCHOOL,33 WELCH DR,BRISTOL,CT,06010,(860) 583-5214,HARTFORD COUNTY,Private,PK,8,
231344,ST JOSEPH SCHOOL,335 CENTER ST,BRISTOL,CT,06010,(860) 582-8696,HARTFORD COUNTY,Private,PK,8,
231355,ST ANTHONY SCHOOL,30 PLEASANT ST,BRISTOL,CT,06010,(860) 582-7874,HARTFORD COUNTY,Private,PK,8,
231377,ST MARY SCHOOL,62 CEDAR ST,BRANFORD,CT,06405,(203) 488-8386,NEW HAVEN COUNTY,Private,PK,8,
231457,ST JOSEPH SCHOOL,430 CORAM AVE,SHELTON,CT,06484,(203) 924-4669,FAIRFIELD COUNTY,Private,PK,8,
231468,ST ROSE OF LIMA SCHOOL,40 CHURCH HILL RD,NEWTOWN,CT,06470,(203) 426-5102,FAIRFIELD COUNTY,Private,PK,8,
231479,ST ALOYSIUS DIOCESAN ELEMENTARY SCHOOL,33 SOUTH AVE,NEW CANAAN,CT,06840,(203) 966-0786,FAIRFIELD COUNTY,Private,KG,8,
231526,ST THOMAS AQUINAS ELEMENTARY SCHOOL,1719 POST RD,FAIRFIELD,CT,06824,(203) 255-0556,FAIRFIELD COUNTY,Private,PK,8,
231559,OUR LADY OF THE ASSUMPTION SCHOOL,605 STRATFIELD RD,FAIRFIELD,CT,06825,(203) 334-6271,FAIRFIELD COUNTY,Private,PK,8,
231581,NOTRE DAME CATHOLIC HIGH SCHOOL,220 JEFFERSON ST,FAIRFIELD,CT,06825,(203) 372-6521,FAIRFIELD COUNTY,Private,9,12,
231592,HOLY FAMILY SCHOOL,140 EDISON AVE,FAIRFIELD,CT,06825,(203) 367-5409,FAIRFIELD COUNTY,Private,PK,8,
231617,ST PETER-SACRED HEART SCHOOL,17 COTTAGE ST,DANBURY,CT,06810,(203) 792-6194,FAIRFIELD COUNTY,Private,PK,3,
231628,ST JOSEPH ELEMENTARY SCHOOL,370 MAIN ST,DANBURY,CT,06810,(203) 748-6615,FAIRFIELD COUNTY,Private,PK,8,
231639,ST GREGORY THE GREAT SCHOOL,85 GREAT PLAIN RD,DANBURY,CT,06811,(203) 748-1217,FAIRFIELD COUNTY,Private,PK,8,
231661,IMMACULATE HIGH SCHOOL,73 SOUTHERN BLVD,DANBURY,CT,06810,(203) 744-1510,FAIRFIELD COUNTY,Private,9,12,
231672,ST JOSEPH ELEMENTARY SCHOOL,5 OBTUSE HILL RD,BROOKFIELD,CT,06804,(203) 775-2774,FAIRFIELD COUNTY,Private,PK,8,
231683,ST RAPHAEL ELEMENTARY SCHOOL,324 FRANK ST,BRIDGEPORT,CT,06604,(203) 333-6818,FAIRFIELD COUNTY,Private,PK,8,
231694,ST PETER SCHOOL,659 BEECHWOOD AVE,BRIDGEPORT,CT,06605,(203) 333-2048,FAIRFIELD COUNTY,Private,KG,8,
231752,ST AUGUSTINE CATHEDRAL SCHOOL,63 PEQUONNOCK ST,BRIDGEPORT,CT,06604,(203) 366-6500,FAIRFIELD COUNTY,Private,PK,8,
231763,ST ANN SCHOOL,521 BREWSTER ST,BRIDGEPORT,CT,06605,(203) 334-5856,FAIRFIELD COUNTY,Private,PK,8,
231774,ST ANDREW SCHOOL,395 ANTON ST,BRIDGEPORT,CT,06606,(203) 373-1552,FAIRFIELD COUNTY,Private,PK,8,
231785,ST AMBROSE SCHOOL,461 MILL HILL AVE,BRIDGEPORT,CT,06610,(203) 368-2835,FAIRFIELD COUNTY,Private,PK,8,
231832,ST MARY ELEMENTARY SCHOOL,24 DODGINGTOWN RD,BETHEL,CT,06801,(203) 744-2922,FAIRFIELD COUNTY,Private,PK,8,
231843,OUR LADY OF FATIMA SCHOOL,225 DANBURY RD,WILTON,CT,06897,(203) 762-8100,FAIRFIELD COUNTY,Private,PK,8,
231865,ST JOSEPH HIGH SCHOOL,2320 HUNTINGTON TPKE,TRUMBULL,CT,06611,(203) 378-9370,FAIRFIELD COUNTY,Private,9,12,
231876,ST CATHERINE OF SIENA SCHOOL,190 SHELTON RD,TRUMBULL,CT,06611,(203) 375-1947,FAIRFIELD COUNTY,Private,PK,8,
231887,ST THERESA SCHOOL,55 ROSEMOND TER,TRUMBULL,CT,06611,(203) 268-3236,FAIRFIELD COUNTY,Private,PK,8,
231898,ST MARK SCHOOL,500 WIGWAM LN,STRATFORD,CT,06614,(203) 375-4291,FAIRFIELD COUNTY,Private,PK,8,
231901,ST JAMES SCHOOL,2110 MAIN ST STE 1,STRATFORD,CT,06615,(203) 375-5994,FAIRFIELD COUNTY,Private,PK,8,
231923,TRINITY CATHOLIC HIGH SCHOOL,926 NEWFIELD AVE,STAMFORD,CT,06905,(203) 322-3401,FAIRFIELD COUNTY,Private,9,12,
231967,HOLY SPIRIT SCHOOL,403 SCOFIELDTOWN RD,STAMFORD,CT,06903,(203) 329-1623,FAIRFIELD COUNTY,Private,PK,5,
232009,TRINITY CATHOLIC MIDDLE,948 NEWFIELD AVE,STAMFORD,CT,06905,(203) 322-7383,FAIRFIELD COUNTY,Private,6,8,
232031,ST CECILIA ELEMENTARY SCHOOL,1186 NEWFIELD AVE,STAMFORD,CT,06905,(203) 322-6505,FAIRFIELD COUNTY,Private,PK,5,
232042,ALL SAINTS CATHOLIC SCHOOL,139 W ROCKS RD,NORWALK,CT,06851,(203) 847-3881,FAIRFIELD COUNTY,Private,PK,8,
232053,ST JUDE SCHOOL,707 MONROE TPKE,MONROE,CT,06468,(203) 261-3619,FAIRFIELD COUNTY,Private,PK,8,
232064,ST LAWRENCE ELEMENTARY SCHOOL,503 SHELTON AVE,SHELTON,CT,06484,(203) 929-4422,FAIRFIELD COUNTY,Private,PK,8,
232097,GREENWICH CATHOLIC SCHOOL,471 NORTH ST,GREENWICH,CT,06830,(203) 869-4000,FAIRFIELD COUNTY,Private,PK,8,
232122,KOLBE CATHEDRAL HIGH SCHOOL,33 CALHOUN PL,BRIDGEPORT,CT,06604,(203) 335-2554,FAIRFIELD COUNTY,Private,9,12,
232144,FAIRFIELD COLLEGE PREPARATORY,1073 N BENSON RD,FAIRFIELD,CT,06824,(203) 254-4200,FAIRFIELD COUNTY,Private,9,12,
232177,ST JAMES SCHOOL,120 WATER ST,DANIELSON,CT,06239,(860) 774-3281,WINDHAM COUNTY,Private,PK,8,
232188,SACRED HEART SCHOOL,50 SACRED HEART DR,GROTON,CT,06340,(860) 445-0611,NEW LONDON COUNTY,Private,PK,8,
232202,MERCY HIGH SCHOOL,1740 RANDOLPH RD,MIDDLETOWN,CT,06457,(860) 346-6659,MIDDLESEX COUNTY,Private,9,12,
232213,ST JOHN SCHOOL,5 SAINT JOHNS SQ,MIDDLETOWN,CT,06457,(860) 347-3202,MIDDLESEX COUNTY,Private,PK,8,
232224,ST MARY SCHOOL,87 S MAIN ST,MIDDLETOWN,CT,06457,(860) 347-2978,MIDDLESEX COUNTY,Private,PK,8,
232246,XAVIER HIGH SCHOOL,181 RANDOLPH RD,MIDDLETOWN,CT,06457,(860) 346-7735,MIDDLESEX COUNTY,Private,9,12,
232268,ST JOSEPH SCHOOL,25 SQUIRE ST,NEW LONDON,CT,06320,(860) 442-1720,NEW LONDON COUNTY,Private,KG,8,
232279,ST JOSEPH SCHOOL,120 CLIFF ST,NORWICH,CT,06360,(860) 887-4565,NEW LONDON COUNTY,Private,PK,8,
232304,ST MARY'S STAR OF THE SEA,16 HUNTINGTON ST,NEW LONDON,CT,06320,(860) 443-7758,NEW LONDON COUNTY,Private,KG,8,
232315,ST JOSEPH SCHOOL,PO BOX 137,NORTH GROSVENORDALE,CT,06255,(860) 923-2090,WINDHAM COUNTY,Private,PK,8,
232326,ST PATRICK CATHEDRAL SCHOOL,211 BROADWAY,NORWICH,CT,06360,(860) 889-4174,NEW LONDON COUNTY,Private,KG,8,
232348,ST MARY SCHOOL,23 MARSHALL ST,PUTNAM,CT,06260,(860) 928-7046,WINDHAM COUNTY,Private,PK,8,
232359,ST JOSEPH SCHOOL,41 WEST ST,VERNON ROCKVILLE,CT,06066,(860) 875-4943,TOLLAND COUNTY,Private,PK,8,
232381,ST EDWARD SCHOOL,25 CHURCH ST,STAFFORD SPRINGS,CT,06076,(860) 684-2600,TOLLAND COUNTY,Private,PK,8,
232392,SACRED HEART SCHOOL,15 HUNTERS AVE,TAFTVILLE,CT,06380,(860) 887-1757,NEW LONDON COUNTY,Private,PK,8,
232406,MARIANAPOLIS PREP SCHOOL,PO BOX 304,THOMPSON,CT,06277,(860) 923-9565,WINDHAM COUNTY,Private,9,12,
232417,ST BERNARD SCHOOL,1593 NORWICH NEW LONDON TPKE,UNCASVILLE,CT,06382,(860) 848-1271,NEW LONDON COUNTY,Private,6,12,
232428,ST MARY ST JOSEPH SCHOOL,35 VALLEY ST,WILLIMANTIC,CT,06226,(860) 423-8479,WINDHAM COUNTY,Private,PK,8,
232439,ST JOSEPH ELEMENTARY SCHOOL,10 SCHOOL HILL RD,BALTIC,CT,06330,(860) 822-6141,NEW LONDON COUNTY,Private,PK,8,
232461,ACADEMY OF THE HOLY FAMILY,54 W MAIN ST BOX 691,BALTIC,CT,06330,(860) 822-9272,NEW LONDON COUNTY,Private,9,12,
232519,WOOSTER SCHOOL,91 MIRY BROOK RD,DANBURY,CT,06810,(203) 830-3906,FAIRFIELD COUNTY,Private,PK,12,
232541,KENT SCHOOL,PO BOX 2006,KENT,CT,06757,(860) 927-6035,LITCHFIELD COUNTY,Private,9,12,
232552,SALISBURY SCHOOL,251 CANAAN RD,SALISBURY,CT,06068,(860) 435-5700,LITCHFIELD COUNTY,Private,9,12,
232563,SOUTH KENT SCHOOL,40 BULLS BRIDGE RD,SOUTH KENT,CT,06785,(860) 927-3539,LITCHFIELD COUNTY,Private,9,12,
232596,CONNECTICUT JUNIOR REPUBLIC,PO BOX 161,LITCHFIELD,CT,06759,(860) 567-9423,LITCHFIELD COUNTY,Private,7,12,
232621,BENHAVEN SCHOOL,125 N PLAINS INDUSTRIAL RD,WALLINGFORD,CT,06492,(203) 793-1905,NEW HAVEN COUNTY,Private,1,12,
232632,EZRA ACADEMY,75 RIMMON RD,WOODBRIDGE,CT,06525,(203) 389-5500,NEW HAVEN COUNTY,Private,KG,8,
232643,SOLOMON SCHECHTER ACADEMY,660 OCEAN AVE,NEW LONDON,CT,06320,(860) 443-5589,NEW LONDON COUNTY,Private,PK,6,
232676,BI-CULTURAL DAY SCHOOL,2186 HIGH RIDGE RD,STAMFORD,CT,06903,(203) 329-2186,FAIRFIELD COUNTY,Private,PK,8,
232687,THE BESS & PAUL SIGEL HEBREW ACADEMY53 G,ABB RD,BLOOMFIELD,CT,06002,(860) 243-8333,HARTFORD COUNTY,Private,PK,8,
232701,ST MATTHEWS LUTHERAN SCHOOL,87 FRANKLIN SQ,NEW BRITAIN,CT,06051,(860) 223-7829,HARTFORD COUNTY,Private,PK,6,
232712,IMMANUEL LUTHERAN SCHOOL,154 MEADOW ST,BRISTOL,CT,06010,(860) 583-5631,HARTFORD COUNTY,Private,PK,8,
232723,IMMANUEL LUTHERAN SCHOOL,18 CLAPBOARD RIDGE RD,DANBURY,CT,06811,(203) 748-7823,FAIRFIELD COUNTY,Private,PK,8,
232734,THE MARVELWOOD SCHOOL,PO BOX 3001,KENT,CT,06757,(860) 927-0047,LITCHFIELD COUNTY,Private,9,12,
232745,THE GRACE S WEBB SCHOOL,200 RETREAT AVE,HARTFORD,CT,06106,(860) 545-7238,HARTFORD COUNTY,Private,Ungraded,Ungraded,
232814,THE FORMAN SCHOOL,PO BOX 80,LITCHFIELD,CT,06759,(860) 567-1828,LITCHFIELD COUNTY,Private,9,12,
232858,GROVE SCHOOL,175 COPSE RD,MADISON,CT,06443,(203) 245-2778,NEW HAVEN COUNTY,Private,7,12,
232891,HILLEL ACADEMY,1571 STRATFIELD RD,FAIRFIELD,CT,06825,(203) 374-6147,FAIRFIELD COUNTY,Private,PK,7,
232905,WESTOVER SCHOOL,1237 WHITTEMORE RD,MIDDLEBURY,CT,06762,(203) 758-2423,NEW HAVEN COUNTY,Private,9,12,
232949,POMFRET SCHOOL,PO BOX 128,POMFRET,CT,06258,(860) 963-6147,WINDHAM COUNTY,Private,9,12,
232971,OXFORD ACADEMY,1393 BOSTON POST RD,WESTBROOK,CT,06498,(860) 399-6247,MIDDLESEX COUNTY,Private,Ungraded,Ungraded,
232982,THE UNQUOWA SCHOOL,981 STRATFIELD RD,FAIRFIELD,CT,06825,(203) 336-3801,FAIRFIELD COUNTY,Private,PK,8,
233002,ETHEL WALKER SCHOOL,230 BUSHY HILL RD,SIMSBURY,CT,06070,(860) 408-4467,HARTFORD COUNTY,Private,6,12,
233046,PINE POINT SCHOOL,89 BARNES RD,STONINGTON,CT,06378,(860) 535-0606,NEW LONDON COUNTY,Private,PK,9,
233057,KING & LOW-HEYWOOD THOMAS SCHOOL1450, NEWFIELD AVE,STAMFORD,CT,06905,(203) 322-3496,FAIRFIELD COUNTY,Private,PK,12,
233079,THE TAFT SCHOOL,110 WOODBURY RD,WATERTOWN,CT,06795,(860) 945-7777,LITCHFIELD COUNTY,Private,9,12,
233104,WILLIAMS SCHOOL,182 MOHEGAN AVE,NEW LONDON,CT,06320,(860) 443-5333,NEW LONDON COUNTY,Private,7,12,
233115,THE HOTCHKISS SCHOOL,PO BOX 800,LAKEVILLE,CT,06039,(860) 435-3185,LITCHFIELD COUNTY,Private,9,12,
233126,MOORELAND HILL SCHOOL,166 LINCOLN ST,KENSINGTON,CT,06037,(860) 223-6428,HARTFORD COUNTY,Private,5,8,
233148,BRUNSWICK SCHOOL,100 MAHER AVE,GREENWICH,CT,06830,(203) 625-5815,FAIRFIELD COUNTY,Private,PK,12,
233159,GREENWICH COUNTRY DAY SCHOOL,PO BOX 623,GREENWICH,CT,06836,(203) 863-5600,FAIRFIELD COUNTY,Private,PK,9,
233192,GREENS FARMS ACADEMY,PO BOX 998,GREENS FARMS,CT,06838,(203) 256-7511,FAIRFIELD COUNTY,Private,KG,12,
233206,MISS PORTER'S SCHOOL,60 MAIN ST,FARMINGTON,CT,06032,(860) 409-3500,HARTFORD COUNTY,Private,9,12,
233228,NEW CANAAN COUNTRY SCHOOL,PO BOX 997,NEW CANAAN,CT,06840,(203) 972-0771,FAIRFIELD COUNTY,Private,PK,9,
233261,CHOATE ROSEMARY HALL,333 CHRISTIAN ST,WALLINGFORD,CT,06492,(203) 697-2338,NEW HAVEN COUNTY,Private,9,12,
233272,THE INDEPENDENT DAY SCHOOL,115 LAUREL BROOK RD,MIDDLEFIELD,CT,06455,(860) 347-7235,MIDDLESEX COUNTY,Private,PK,8,
233283,CHASE COLLEGIATE SCHOOL,565 CHASE PKWY,WATERBURY,CT,06708,(203) 236-9500,NEW HAVEN COUNTY,Private,PK,12,
233308,FAIRFIELD COUNTRY DAY SCHOOL,2970 BRONSON RD,FAIRFIELD,CT,06824,(203) 259-2723,FAIRFIELD COUNTY,Private,KG,9,
233319,RENBROOK SCHOOL,2865 ALBANY AVE,WEST HARTFORD,CT,06117,(860) 236-1661,HARTFORD COUNTY,Private,KG,9,
233341,THE LOOMIS CHAFFEE SCHOOL,4 BATCHELDER RD,WINDSOR,CT,06095,(860) 687-6000,HARTFORD COUNTY,Private,9,12,
233352,SUFFIELD ACADEMY,185 N MAIN ST,SUFFIELD,CT,06078,(860) 668-7315,HARTFORD COUNTY,Private,9,12,
233363,WESTMINSTER SCHOOL,995 HOPMEADOW ST,SIMSBURY,CT,06070,(860) 408-3013,HARTFORD COUNTY,Private,9,12,
233374,PARKWAY CHRISTIAN ACADEMY HAPPY TIME NURSERY,260 NEW CANAAN AVE,NORWALK,CT,06850,(203) 847-9566,FAIRFIELD COUNTY,Private,PK,8,
233421,ST THOMAS MORE SCHOOL,45 COTTAGE RD,OAKDALE,CT,06370,(860) 859-1900,NEW LONDON COUNTY,Private,8,12,
233432,SUMMIT SCHOOL/NEW HOPE MANOR,48 HARTFORD RD,MANCHESTER,CT,06040,(860) 643-2701,HARTFORD COUNTY,Private,5,12,
233465,FOOTE SCHOOL,50 LOOMIS PL,NEW HAVEN,CT,06511,(203) 777-3464,NEW HAVEN COUNTY,Private,KG,9,
233476,THE LONG RIDGE SCHOOL,478 ERSKINE RD,STAMFORD,CT,06903,(203) 322-7693,FAIRFIELD COUNTY,Private,KG,5,
233523,WATERFORD COUNTRY SCHOOL,78 HUNTS BROOK RD,QUAKER HILL,CT,06375,(860) 442-9454,NEW LONDON COUNTY,Private,Ungraded,Ungraded,
233534,WATKINSON SCHOOL,180 BLOOMFIELD AVE,HARTFORD,CT,06105,(860) 236-5618,HARTFORD COUNTY,Private,6,12,
233545,WEST WOODS CHRISTIAN ACADEMY,2105 STATE ST,HAMDEN,CT,06517,(203) 562-9922,NEW HAVEN COUNTY,Private,2,12,
233567,WHITNEY HALL SCHOOL,1400 WHITNEY AVE,HAMDEN,CT,06517,(203) 248-2116,NEW HAVEN COUNTY,Private,1,12,
233691,THE MEAD SCHOOL,1095 RIVERBANK RD,STAMFORD,CT,06903,(203) 595-9500,FAIRFIELD COUNTY,Private,PK,8,
233705,THE LEARNING CENTER,60 HICKSVILLE RD,CROMWELL,CT,06416,(860) 635-6010,MIDDLESEX COUNTY,Private,7,12,
233716,THE LEARNING COMMUNITY DAY SCHOOL,90 HILLSPOINT RD,WESTPORT,CT,06880,(203) 227-8394,FAIRFIELD COUNTY,Private,PK,KG,
233738,HOPKINS SCHOOL,986 FOREST RD,NEW HAVEN,CT,06515,(203) 397-1001,NEW HAVEN COUNTY,Private,7,12,
233771,SETON ACADEMY,47 LONG LOTS RD,WESTPORT,CT,06880,(203) 341-4500,FAIRFIELD COUNTY,Private,7,12,
233782,GREENWICH ACADEMY,200 N MAPLE AVE,GREENWICH,CT,06830,(203) 552-4408,FAIRFIELD COUNTY,Private,PK,12,
233851,ELIZABETH IVES SCHOOL FOR SPECIAL CHILDREN,70 STATE ST,NORTH HAVEN,CT,06473,(203) 234-8770,NEW HAVEN COUNTY,Private,2,12,
233884,CEDARHURST SCHOOL,871 PROSPECT ST,HAMDEN,CT,06517,(203) 764-9314,NEW HAVEN COUNTY,Private,8,12,
233895,AVON OLD FARMS SCHOOL,500 OLD FARMS RD,AVON,CT,06001,(860) 404-4100,HARTFORD COUNTY,Private,9,12,
233942,AMERICAN SCHOOL FOR THE DEAF,139 N MAIN ST,WEST HARTFORD,CT,06107,(860) 570-2335,HARTFORD COUNTY,Private,PK,12,
233953,THE COUNTRY SCHOOL,341 OPENING HILL RD,MADISON,CT,06443,(203) 421-3113,NEW HAVEN COUNTY,Private,PK,8,
233964,THE FOUNDATION SCHOOL,719 DERBY MILFORD RD,ORANGE,CT,06477,(203) 877-1426,NEW HAVEN COUNTY,Private,PK,9,
233975,ST THOMAS'S DAY SCHOOL,830 WHITNEY AVE,NEW HAVEN,CT,06511,(203) 776-2123,NEW HAVEN COUNTY,Private,PK,6,
234072,LAUREL OAKS ADVENTIST SCHOOL,14 W SHEPARD AVE,HAMDEN,CT,06514,(203) 248-3251,NEW HAVEN COUNTY,Private,1,8,
234119,OAK HILL SCHOOL,120 HOLCOMB ST,HARTFORD,CT,06112,(860) 769-3851,HARTFORD COUNTY,Private,Ungraded,Ungraded,
234163,THE GLENHOLME SCHOOL,81 SABBADAY LN,WASHINGTON,CT,06793,(860) 838-7377,LITCHFIELD COUNTY,Private,5,12,
562977,HOLY CROSS SCHOOL,436 BROADWAY,SOUTH PORTLAND,ME,04106,(207) 799-6661,CUMBERLAND COUNTY,Private,PK,8,
562988,TRINITY CATHOLIC SCHOOL,393 MAIN ST,LEWISTON,ME,04240,(207) 783-9323,ANDROSCOGGIN COUNTY,Private,PK,8,
